Timestamp,CPU,Memory,Disk
2025-10-07 15:09:42,3.0,22.2,35.4
2025-10-07 15:09:53,8.0,22.3,35.4
2025-10-07 15:10:04,1.5,22.2,35.4
2025-10-07 15:10:15,4.0,22.2,35.4
2025-10-07 15:10:26,7.0,22.4,35.4
